company;date;price
ETIHAD ETISALAT;1/31/2024;52.1
ETIHAD ETISALAT;02/01/2024;52.5
ETIHAD ETISALAT;02/04/2024;54.3
ETIHAD ETISALAT;02/05/2024;54.3
ETIHAD ETISALAT;02/06/2024;53.2
ETIHAD ETISALAT;02/07/2024;52.7
ETIHAD ETISALAT;02/08/2024;52.7
ETIHAD ETISALAT;02/11/2024;52.9
ETIHAD ETISALAT;02/12/2024;53.8
ETIHAD ETISALAT;2/13/2024;54.2
ETIHAD ETISALAT;2/14/2024;55.2
ETIHAD ETISALAT;2/15/2024;54.1
ETIHAD ETISALAT;2/18/2024;54.2
ETIHAD ETISALAT;2/19/2024;54.8
ETIHAD ETISALAT;2/20/2024;55.5
ETIHAD ETISALAT;2/21/2024;54.8
ETIHAD ETISALAT;2/25/2024;54.1
ETIHAD ETISALAT;2/26/2024;54.4
ETIHAD ETISALAT;2/27/2024;54.9
ETIHAD ETISALAT;2/28/2024;54.7
ETIHAD ETISALAT;2/29/2024;55.3
ETIHAD ETISALAT;03/03/2024;55.2
ETIHAD ETISALAT;03/04/2024;54.3
ETIHAD ETISALAT;03/05/2024;54.3
ETIHAD ETISALAT;03/06/2024;54.4
ETIHAD ETISALAT;03/07/2024;56
ETIHAD ETISALAT;03/10/2024;55.4
ETIHAD ETISALAT;03/11/2024;54.5
ETIHAD ETISALAT;03/12/2024;54.7
ETIHAD ETISALAT;3/13/2024;54.8
ETIHAD ETISALAT;3/14/2024;55
ETIHAD ETISALAT;3/17/2024;55.5
ETIHAD ETISALAT;3/18/2024;55
ETIHAD ETISALAT;3/19/2024;54.3
ETIHAD ETISALAT;3/20/2024;53.2
ETIHAD ETISALAT;3/21/2024;54.4
ETIHAD ETISALAT;3/24/2024;54.1
ETIHAD ETISALAT;3/25/2024;53.2
ETIHAD ETISALAT;3/26/2024;52.4
ETIHAD ETISALAT;3/27/2024;52.6
ETIHAD ETISALAT;3/28/2024;52.6
ETIHAD ETISALAT;3/31/2024;52.4
ETIHAD ETISALAT;04/01/2024;51.5
ETIHAD ETISALAT;04/02/2024;52.6
ETIHAD ETISALAT;04/03/2024;52.6
ETIHAD ETISALAT;04/04/2024;54.5
ETIHAD ETISALAT;4/15/2024;53.3
ETIHAD ETISALAT;4/16/2024;53.1
ETIHAD ETISALAT;4/17/2024;51.3
ETIHAD ETISALAT;4/18/2024;51.9
ETIHAD ETISALAT;4/21/2024;52.2
ETIHAD ETISALAT;4/22/2024;52.8
ETIHAD ETISALAT;4/23/2024;52.2
ETIHAD ETISALAT;4/24/2024;51.9
ETIHAD ETISALAT;4/25/2024;51.8
ETIHAD ETISALAT;4/28/2024;51.8
ETIHAD ETISALAT;4/29/2024;51.8
ETIHAD ETISALAT;4/30/2024;52
ETIHAD ETISALAT;05/01/2024;51.7
ETIHAD ETISALAT;05/02/2024;51.9
ETIHAD ETISALAT;05/05/2024;51.8
ETIHAD ETISALAT;05/06/2024;52
ETIHAD ETISALAT;05/07/2024;51.4
ETIHAD ETISALAT;05/08/2024;51.3
ETIHAD ETISALAT;05/09/2024;50.7
ETIHAD ETISALAT;05/12/2024;53
ETIHAD ETISALAT;5/13/2024;53.1
ETIHAD ETISALAT;5/14/2024;51
ETIHAD ETISALAT;5/15/2024;51.2
ETIHAD ETISALAT;5/16/2024;51.3
ETIHAD ETISALAT;5/19/2024;51.3
ETIHAD ETISALAT;5/20/2024;52.5
ETIHAD ETISALAT;5/21/2024;52.9
ETIHAD ETISALAT;5/22/2024;51.5
ETIHAD ETISALAT;5/23/2024;51.6
ETIHAD ETISALAT;5/26/2024;51
ETIHAD ETISALAT;5/27/2024;50
ETIHAD ETISALAT;5/28/2024;48.75
ETIHAD ETISALAT;5/29/2024;49
ETIHAD ETISALAT;5/30/2024;49
ETIHAD ETISALAT;06/02/2024;49
ETIHAD ETISALAT;06/03/2024;50.6
ETIHAD ETISALAT;06/04/2024;49.45
ETIHAD ETISALAT;06/05/2024;49.5
ETIHAD ETISALAT;06/06/2024;49.75
ETIHAD ETISALAT;06/09/2024;50.9
ETIHAD ETISALAT;06/10/2024;50.8
ETIHAD ETISALAT;06/11/2024;50.8
ETIHAD ETISALAT;06/12/2024;49.75
ETIHAD ETISALAT;6/13/2024;49.2
ETIHAD ETISALAT;6/23/2024;51.2
ETIHAD ETISALAT;6/24/2024;52.2
ETIHAD ETISALAT;6/25/2024;52.7
ETIHAD ETISALAT;6/26/2024;52.9
ETIHAD ETISALAT;6/27/2024;53.4
ETIHAD ETISALAT;6/30/2024;53.4
ETIHAD ETISALAT;07/01/2024;52.3
ETIHAD ETISALAT;07/02/2024;51.4
ETIHAD ETISALAT;07/03/2024;51.3
ETIHAD ETISALAT;07/04/2024;51.5
ETIHAD ETISALAT;07/07/2024;51.5
ETIHAD ETISALAT;07/08/2024;52.6
ETIHAD ETISALAT;07/09/2024;52.8
ETIHAD ETISALAT;07/10/2024;53.1
ETIHAD ETISALAT;07/11/2024;53.2
ETIHAD ETISALAT;7/14/2024;53.1
ETIHAD ETISALAT;7/15/2024;53
ETIHAD ETISALAT;7/16/2024;53.5
ETIHAD ETISALAT;7/17/2024;54.2
ETIHAD ETISALAT;7/18/2024;54.2
ETIHAD ETISALAT;7/21/2024;53.7
ETIHAD ETISALAT;7/22/2024;53.9
ETIHAD ETISALAT;7/23/2024;52.7
ETIHAD ETISALAT;7/24/2024;52.4
ETIHAD ETISALAT;7/25/2024;51.9
ETIHAD ETISALAT;7/28/2024;52
ETIHAD ETISALAT;7/29/2024;50.6
ETIHAD ETISALAT;7/30/2024;50.7
ETIHAD ETISALAT;7/31/2024;52
ETIHAD ETISALAT;08/01/2024;51.2
ETIHAD ETISALAT;08/04/2024;49.9
ETIHAD ETISALAT;08/05/2024;49.8
ETIHAD ETISALAT;08/06/2024;50.5
ETIHAD ETISALAT;08/07/2024;49.9
ETIHAD ETISALAT;08/08/2024;49.45
ETIHAD ETISALAT;08/11/2024;49.8
ETIHAD ETISALAT;08/12/2024;50.4
ETIHAD ETISALAT;8/13/2024;51.9
ETIHAD ETISALAT;8/14/2024;52.7
ETIHAD ETISALAT;8/15/2024;52.5
ETIHAD ETISALAT;8/18/2024;52.6
ETIHAD ETISALAT;8/19/2024;52.5
ETIHAD ETISALAT;8/20/2024;52.5
ETIHAD ETISALAT;8/21/2024;53.2
ETIHAD ETISALAT;8/22/2024;53
ETIHAD ETISALAT;8/25/2024;52.3
ETIHAD ETISALAT;8/26/2024;51.3
ETIHAD ETISALAT;8/27/2024;51.1
ETIHAD ETISALAT;8/28/2024;50.8
ETIHAD ETISALAT;8/29/2024;50.5
ETIHAD ETISALAT;09/01/2024;51.4
ETIHAD ETISALAT;09/02/2024;50.8
ETIHAD ETISALAT;09/03/2024;50
ETIHAD ETISALAT;09/04/2024;49.15
ETIHAD ETISALAT;09/05/2024;50.4
ETIHAD ETISALAT;09/08/2024;49.65
ETIHAD ETISALAT;09/09/2024;49.55
ETIHAD ETISALAT;09/10/2024;50.2
ETIHAD ETISALAT;09/11/2024;49
ETIHAD ETISALAT;09/12/2024;50.1
ETIHAD ETISALAT;9/15/2024;51
ETIHAD ETISALAT;9/16/2024;51.8
ETIHAD ETISALAT;9/17/2024;51.5
ETIHAD ETISALAT;9/18/2024;51.1
ETIHAD ETISALAT;9/19/2024;52
ETIHAD ETISALAT;9/22/2024;52.2
ETIHAD ETISALAT;9/24/2024;52.9
ETIHAD ETISALAT;9/25/2024;53
ETIHAD ETISALAT;9/26/2024;52.1
ETIHAD ETISALAT;9/29/2024;51.5
ETIHAD ETISALAT;9/30/2024;51.4
ETIHAD ETISALAT;10/01/2024;51.6
ETIHAD ETISALAT;10/02/2024;51.6
ETIHAD ETISALAT;10/03/2024;51
ETIHAD ETISALAT;10/06/2024;50.9
ETIHAD ETISALAT;10/07/2024;51.2
ETIHAD ETISALAT;10/08/2024;51.1
ETIHAD ETISALAT;10/09/2024;50.6
ETIHAD ETISALAT;10/10/2024;50.7
ETIHAD ETISALAT;10/13/2024;50.9
ETIHAD ETISALAT;10/14/2024;51.1
ETIHAD ETISALAT;10/15/2024;52
ETIHAD ETISALAT;10/16/2024;51.4
ETIHAD ETISALAT;10/17/2024;51
ETIHAD ETISALAT;10/20/2024;50.8
Alinma Bank;10/22/2023;24.92
Alinma Bank;10/23/2023;24.4
Alinma Bank;10/24/2023;25.48
Alinma Bank;10/25/2023;26.28
Alinma Bank;10/26/2023;25.84
Alinma Bank;10/29/2023;25.84
Alinma Bank;10/30/2023;26.28
Alinma Bank;10/31/2023;26.32
Alinma Bank;11/01/2023;27.64
Alinma Bank;11/02/2023;28.4
Alinma Bank;11/05/2023;28.52
Alinma Bank;11/06/2023;28.4
Alinma Bank;11/07/2023;28.24
Alinma Bank;11/08/2023;28.28
Alinma Bank;11/09/2023;27.88
Alinma Bank;11/12/2023;27.8
Alinma Bank;11/13/2023;27.32
Alinma Bank;11/14/2023;28.08
Alinma Bank;11/15/2023;28.8
Alinma Bank;11/16/2023;28.72
Alinma Bank;11/19/2023;28.64
Alinma Bank;11/20/2023;28.64
Alinma Bank;11/21/2023;28.68
Alinma Bank;11/22/2023;28.56
Alinma Bank;11/23/2023;28.56
Alinma Bank;11/26/2023;28.12
Alinma Bank;11/27/2023;28.36
Alinma Bank;11/28/2023;28.4
Alinma Bank;11/29/2023;28.28
Alinma Bank;11/30/2023;28.64
Alinma Bank;12/03/2023;28.8
Alinma Bank;12/04/2023;28.64
Alinma Bank;12/05/2023;28.08
Alinma Bank;12/06/2023;28.48
Alinma Bank;12/07/2023;28.36
Alinma Bank;12/10/2023;28.8
Alinma Bank;12/11/2023;29.28
Alinma Bank;12/12/2023;28.96
Alinma Bank;12/13/2023;29.48
Alinma Bank;12/14/2023;30.16
Alinma Bank;12/17/2023;30.2
Alinma Bank;12/18/2023;30.32
Alinma Bank;12/19/2023;30.24
Alinma Bank;12/20/2023;30.24
Alinma Bank;12/21/2023;29.84
Alinma Bank;12/24/2023;30.28
Alinma Bank;12/25/2023;30.32
Alinma Bank;12/26/2023;30.88
Alinma Bank;12/27/2023;30.96
Alinma Bank;12/28/2023;31
Alinma Bank;12/31/2023;30.92
Alinma Bank;01/01/2024;31.92
Alinma Bank;01/02/2024;31.6
Alinma Bank;01/03/2024;30.8
Alinma Bank;01/04/2024;31.88
Alinma Bank;01/07/2024;33.44
Alinma Bank;01/08/2024;32.92
Alinma Bank;01/09/2024;33.04
Alinma Bank;01/10/2024;33.08
Alinma Bank;01/11/2024;33.12
Alinma Bank;1/14/2024;33.36
Alinma Bank;1/15/2024;34.08
Alinma Bank;1/16/2024;33.68
Alinma Bank;1/17/2024;34.56
Alinma Bank;1/18/2024;33.84
Alinma Bank;1/21/2024;34.28
Alinma Bank;1/22/2024;34.28
Alinma Bank;1/23/2024;34.28
Alinma Bank;1/24/2024;34.68
Alinma Bank;1/25/2024;34.32
Alinma Bank;1/28/2024;34.64
Alinma Bank;1/29/2024;34.64
Alinma Bank;1/30/2024;33.8
Alinma Bank;1/31/2024;33.16
Alinma Bank;02/01/2024;33.76
Alinma Bank;02/04/2024;33.92
Alinma Bank;02/05/2024;33.8
Alinma Bank;02/06/2024;33.48
Alinma Bank;02/07/2024;33.56
Alinma Bank;02/08/2024;33.56
Alinma Bank;02/11/2024;34.4
Alinma Bank;02/12/2024;34.16
Alinma Bank;2/13/2024;34.96
Alinma Bank;2/14/2024;34.84
Alinma Bank;2/15/2024;35.12
Alinma Bank;2/18/2024;35.04
Alinma Bank;2/19/2024;35.2
Alinma Bank;2/20/2024;35.4
Alinma Bank;2/21/2024;35.6
Alinma Bank;2/25/2024;35.52
Alinma Bank;2/26/2024;35.96
Alinma Bank;2/27/2024;35.72
Alinma Bank;2/28/2024;35.4
Alinma Bank;2/29/2024;35.16
Alinma Bank;03/03/2024;34.56
Alinma Bank;03/04/2024;34
Alinma Bank;03/05/2024;34
Alinma Bank;03/06/2024;34.4
Alinma Bank;03/07/2024;34.16
Alinma Bank;03/10/2024;34.08
Alinma Bank;03/11/2024;34.24
Alinma Bank;03/12/2024;34.48
Alinma Bank;3/13/2024;35.12
Alinma Bank;3/14/2024;34.68
Alinma Bank;3/17/2024;34
Alinma Bank;3/18/2024;34.24
Alinma Bank;3/19/2024;34.32
Alinma Bank;3/20/2024;34.08
Alinma Bank;3/21/2024;34.96
Alinma Bank;3/24/2024;34.6
Alinma Bank;3/25/2024;35.12
Alinma Bank;3/26/2024;35.6
Alinma Bank;3/27/2024;34.88
Alinma Bank;3/28/2024;35.04
Alinma Bank;3/31/2024;34.04
Alinma Bank;04/01/2024;33.6
Alinma Bank;04/02/2024;33.88
Alinma Bank;04/03/2024;35.04
Alinma Bank;04/04/2024;35.56
Alinma Bank;4/14/2024;35.56
Alinma Bank;4/15/2024;34.64
Alinma Bank;4/16/2024;33.52
Alinma Bank;4/17/2024;33.8
Alinma Bank;4/18/2024;33.68
Alinma Bank;4/21/2024;33.64
Alinma Bank;4/22/2024;33.48
Alinma Bank;4/23/2024;33.6
Alinma Bank;4/24/2024;32.9
Alinma Bank;4/25/2024;32.55
Alinma Bank;4/28/2024;32.55
Alinma Bank;4/29/2024;33.75
Alinma Bank;4/30/2024;33.35
Alinma Bank;05/01/2024;32.6
Alinma Bank;05/02/2024;32.25
Alinma Bank;05/05/2024;32
Alinma Bank;05/06/2024;32.6
Alinma Bank;05/07/2024;32.65
Alinma Bank;05/08/2024;32.2
Alinma Bank;05/09/2024;32.15
Alinma Bank;05/12/2024;31.95
Alinma Bank;5/13/2024;31.85
Alinma Bank;5/14/2024;31.4
Alinma Bank;5/15/2024;31.4
Alinma Bank;5/16/2024;31.7
Alinma Bank;5/19/2024;31.7
Alinma Bank;5/20/2024;31.4
Alinma Bank;5/21/2024;31.85
Alinma Bank;5/22/2024;31.7
Alinma Bank;5/23/2024;30.85
Alinma Bank;5/26/2024;30.45
Alinma Bank;5/27/2024;30.8
Alinma Bank;5/28/2024;30.75
Alinma Bank;5/29/2024;31
Alinma Bank;5/30/2024;31
Alinma Bank;06/02/2024;31
Alinma Bank;06/03/2024;31.55
Alinma Bank;06/04/2024;30.85
Alinma Bank;06/05/2024;30.8
Alinma Bank;06/06/2024;31.3
Alinma Bank;06/09/2024;32.8
Alinma Bank;06/10/2024;32.7
Alinma Bank;06/11/2024;32
Alinma Bank;06/12/2024;31.5
Alinma Bank;6/13/2024;31.3
Alinma Bank;6/23/2024;32.05
Alinma Bank;6/24/2024;32.05
Alinma Bank;6/25/2024;31.9
Alinma Bank;6/26/2024;31.4
Alinma Bank;6/27/2024;31.1
Alinma Bank;6/30/2024;31.1
Alinma Bank;07/01/2024;31
Alinma Bank;07/02/2024;30.85
Alinma Bank;07/03/2024;30.85
Alinma Bank;07/04/2024;30.9
Alinma Bank;07/07/2024;30.85
Alinma Bank;07/08/2024;31.3
Alinma Bank;07/09/2024;31.4
Alinma Bank;07/10/2024;31.5
Alinma Bank;07/11/2024;31.4
Alinma Bank;7/14/2024;31.7
Alinma Bank;7/15/2024;32.15
Alinma Bank;7/16/2024;32.4
Alinma Bank;7/17/2024;32.4
Alinma Bank;7/18/2024;32.6
Alinma Bank;7/21/2024;32.7
Alinma Bank;7/22/2024;32.8
Alinma Bank;7/23/2024;32.4
Alinma Bank;7/24/2024;32.2
Alinma Bank;7/25/2024;32.25
Alinma Bank;7/28/2024;32.65
Alinma Bank;7/29/2024;32.25
Alinma Bank;7/30/2024;32.4
Alinma Bank;7/31/2024;32.4
Alinma Bank;08/01/2024;32.1
Alinma Bank;08/04/2024;31.2
Alinma Bank;08/05/2024;31.05
Alinma Bank;08/06/2024;30.9
Alinma Bank;08/07/2024;30.9
Alinma Bank;08/08/2024;30.85
Alinma Bank;08/11/2024;31.15
Alinma Bank;08/12/2024;31.65
Alinma Bank;8/13/2024;31.65
Alinma Bank;8/14/2024;31.45
Alinma Bank;8/15/2024;31.5
Alinma Bank;8/18/2024;31.55
Alinma Bank;8/19/2024;31.5
Alinma Bank;8/20/2024;32.25
Alinma Bank;8/21/2024;32.85
Alinma Bank;8/22/2024;32.3
Alinma Bank;8/25/2024;32.4
Alinma Bank;8/26/2024;32.1
Alinma Bank;8/27/2024;31.85
Alinma Bank;8/28/2024;31.65
Alinma Bank;8/29/2024;31.2
Alinma Bank;09/01/2024;31.65
Alinma Bank;09/02/2024;31.4
Alinma Bank;09/03/2024;31.05
Alinma Bank;09/04/2024;31.1
Alinma Bank;09/05/2024;30.8
Alinma Bank;09/08/2024;30.45
Alinma Bank;09/09/2024;30.2
Alinma Bank;09/10/2024;30
Alinma Bank;09/11/2024;29.3
Alinma Bank;09/12/2024;29.8
Alinma Bank;9/15/2024;29.95
Alinma Bank;9/16/2024;29.45
Alinma Bank;9/17/2024;29.2
Alinma Bank;9/18/2024;29.3
Alinma Bank;9/19/2024;29.5
Alinma Bank;9/22/2024;29.35
Alinma Bank;9/24/2024;29.45
Alinma Bank;9/25/2024;29.45
Alinma Bank;9/26/2024;29.2
Alinma Bank;9/29/2024;28.95
Alinma Bank;9/30/2024;28.5
Alinma Bank;10/01/2024;28.75
Alinma Bank;10/02/2024;28.75
Alinma Bank;10/03/2024;27.9
Alinma Bank;10/06/2024;27.65
Alinma Bank;10/07/2024;27.5
Alinma Bank;10/08/2024;28.55
Alinma Bank;10/09/2024;28.3
Alinma Bank;10/10/2024;28.65
Alinma Bank;10/13/2024;29
Alinma Bank;10/14/2024;28.8
Alinma Bank;10/15/2024;28.7
Alinma Bank;10/16/2024;28.8
Alinma Bank;10/17/2024;28.5
Alinma Bank;10/20/2024;28.3
Arab National Bank;10/22/2023;17.385
Arab National Bank;10/23/2023;17.175
Arab National Bank;10/24/2023;17.625
Arab National Bank;10/25/2023;17.745
Arab National Bank;10/26/2023;17.325
Arab National Bank;10/29/2023;17.49
Arab National Bank;10/30/2023;17.715
Arab National Bank;10/31/2023;17.82
Arab National Bank;11/01/2023;18
Arab National Bank;11/02/2023;17.85
Arab National Bank;11/05/2023;17.88
Arab National Bank;11/06/2023;18.45
Arab National Bank;11/07/2023;18.405
Arab National Bank;11/08/2023;18.36
Arab National Bank;11/09/2023;18.165
Arab National Bank;11/12/2023;17.94
Arab National Bank;11/13/2023;17.85
Arab National Bank;11/14/2023;17.805
Arab National Bank;11/15/2023;17.97
Arab National Bank;11/16/2023;18.3
Arab National Bank;11/19/2023;18.06
Arab National Bank;11/20/2023;18.015
Arab National Bank;11/21/2023;18.09
Arab National Bank;11/22/2023;18
Arab National Bank;11/23/2023;18
Arab National Bank;11/26/2023;17.91
Arab National Bank;11/27/2023;18.045
Arab National Bank;11/28/2023;18.045
Arab National Bank;11/29/2023;17.97
Arab National Bank;11/30/2023;18
Arab National Bank;12/03/2023;18.06
Arab National Bank;12/04/2023;18.075
Arab National Bank;12/05/2023;17.955
Arab National Bank;12/06/2023;17.73
Arab National Bank;12/07/2023;17.625
Arab National Bank;12/10/2023;17.625
Arab National Bank;12/11/2023;17.61
Arab National Bank;12/12/2023;17.88
Arab National Bank;12/13/2023;17.865
Arab National Bank;12/14/2023;18.09
Arab National Bank;12/17/2023;18.18
Arab National Bank;12/18/2023;18.9
Arab National Bank;12/19/2023;18.9375
Arab National Bank;12/20/2023;18.9375
Arab National Bank;12/21/2023;18.8625
Arab National Bank;12/24/2023;18.9
Arab National Bank;12/25/2023;18.9375
Arab National Bank;12/26/2023;19.125
Arab National Bank;12/27/2023;18.8625
Arab National Bank;12/28/2023;19.0125
Arab National Bank;12/31/2023;18.975
Arab National Bank;01/01/2024;19.0125
Arab National Bank;01/02/2024;19.3875
Arab National Bank;01/03/2024;18.975
Arab National Bank;01/04/2024;18.975
Arab National Bank;01/07/2024;18.975
Arab National Bank;01/08/2024;18.75
Arab National Bank;01/09/2024;18.7875
Arab National Bank;01/10/2024;18.69
Arab National Bank;01/11/2024;18.675
Arab National Bank;1/14/2024;18.39
Arab National Bank;1/15/2024;18.435
Arab National Bank;1/16/2024;18.255
Arab National Bank;1/17/2024;18.735
Arab National Bank;1/18/2024;18.705
Arab National Bank;1/21/2024;18.675
Arab National Bank;1/22/2024;18.675
Arab National Bank;1/23/2024;19.05
Arab National Bank;1/24/2024;19.1625
Arab National Bank;1/25/2024;19.125
Arab National Bank;1/28/2024;19.35
Arab National Bank;1/29/2024;19.6125
Arab National Bank;1/30/2024;18.8625
Arab National Bank;1/31/2024;18.735
Arab National Bank;02/01/2024;18.75
Arab National Bank;02/04/2024;18.705
Arab National Bank;02/05/2024;18.9375
Arab National Bank;02/06/2024;18.675
Arab National Bank;02/07/2024;19.2
Arab National Bank;02/08/2024;19.2
Arab National Bank;02/11/2024;19.5
Arab National Bank;02/12/2024;18.9375
Arab National Bank;2/13/2024;19.275
Arab National Bank;2/14/2024;18.975
Arab National Bank;2/15/2024;19.0125
Arab National Bank;2/18/2024;19.4625
Arab National Bank;2/19/2024;19.9875
Arab National Bank;2/20/2024;19.7625
Arab National Bank;2/21/2024;19.65
Arab National Bank;2/25/2024;20.25
Arab National Bank;2/26/2024;20.8875
Arab National Bank;2/27/2024;21.1875
Arab National Bank;2/28/2024;21.0375
Arab National Bank;2/29/2024;20.8875
Arab National Bank;03/03/2024;20.925
Arab National Bank;03/04/2024;20.7
Arab National Bank;03/05/2024;20.7
Arab National Bank;03/06/2024;20.8875
Arab National Bank;03/07/2024;21.375
Arab National Bank;03/10/2024;21.75
Arab National Bank;03/11/2024;21.825
Arab National Bank;03/12/2024;21.6375
Arab National Bank;3/13/2024;21.675
Arab National Bank;3/14/2024;21.525
Arab National Bank;3/17/2024;21.525
Arab National Bank;3/18/2024;21.6375
Arab National Bank;3/19/2024;21.9
Arab National Bank;3/20/2024;21.9375
Arab National Bank;3/21/2024;22.1625
Arab National Bank;3/24/2024;21.8625
Arab National Bank;3/25/2024;21.75
Arab National Bank;3/26/2024;21.675
Arab National Bank;3/27/2024;21.7875
Arab National Bank;3/28/2024;22.1625
Arab National Bank;3/31/2024;21.9
Arab National Bank;04/01/2024;22.05
Arab National Bank;04/02/2024;22.35
Arab National Bank;04/03/2024;22.35
Arab National Bank;04/04/2024;22.95
Arab National Bank;4/14/2024;22.95
Arab National Bank;4/15/2024;22.35
Arab National Bank;4/16/2024;21.9
Arab National Bank;4/17/2024;21.7875
Arab National Bank;4/18/2024;21.975
Arab National Bank;4/21/2024;21.7875
Arab National Bank;4/22/2024;21.75
Arab National Bank;4/23/2024;21.3375
Arab National Bank;4/24/2024;21.375
Arab National Bank;4/25/2024;21.45
Arab National Bank;4/28/2024;21.45
Arab National Bank;4/29/2024;22.7625
Arab National Bank;4/30/2024;23.175
Arab National Bank;05/01/2024;22.725
Arab National Bank;05/02/2024;22.95
Arab National Bank;05/05/2024;22.875
Arab National Bank;05/06/2024;22.5
Arab National Bank;05/07/2024;22.3875
Arab National Bank;05/08/2024;22.35
Arab National Bank;05/09/2024;22.2
Arab National Bank;05/12/2024;21.7875
Arab National Bank;5/13/2024;22.3125
Arab National Bank;5/14/2024;21.675
Arab National Bank;5/15/2024;21.375
Arab National Bank;5/16/2024;21.6
Arab National Bank;5/19/2024;21.6
Arab National Bank;5/20/2024;21.1875
Arab National Bank;5/21/2024;21.14
Arab National Bank;5/22/2024;21.18
Arab National Bank;5/23/2024;20.5
Arab National Bank;5/26/2024;20.34
Arab National Bank;5/27/2024;20.14
Arab National Bank;5/28/2024;19.7
Arab National Bank;5/29/2024;20.12
Arab National Bank;5/30/2024;20.12
Arab National Bank;06/02/2024;20.12
Arab National Bank;06/03/2024;20.46
Arab National Bank;06/04/2024;20.22
Arab National Bank;06/05/2024;20.2
Arab National Bank;06/06/2024;20.28
Arab National Bank;06/09/2024;20.64
Arab National Bank;06/10/2024;21
Arab National Bank;06/11/2024;20.54
Arab National Bank;06/12/2024;20.16
Arab National Bank;6/13/2024;19.92
Arab National Bank;6/23/2024;20.14
Arab National Bank;6/24/2024;20.52
Arab National Bank;6/25/2024;20.08
Arab National Bank;6/26/2024;19.82
Arab National Bank;6/27/2024;20.26
Arab National Bank;6/30/2024;20.26
Arab National Bank;07/01/2024;20.56
Arab National Bank;07/02/2024;19.72
Arab National Bank;07/03/2024;20.12
Arab National Bank;07/04/2024;20.16
Arab National Bank;07/07/2024;20.12
Arab National Bank;07/08/2024;20.56
Arab National Bank;07/09/2024;21.02
Arab National Bank;07/10/2024;20.78
Arab National Bank;07/11/2024;20.66
Arab National Bank;7/14/2024;20.94
Arab National Bank;7/15/2024;20.82
Arab National Bank;7/16/2024;21.46
Arab National Bank;7/17/2024;21.34
Arab National Bank;7/18/2024;21.32
Arab National Bank;7/21/2024;21.46
Arab National Bank;7/22/2024;21.36
Arab National Bank;7/23/2024;21.2
Arab National Bank;7/24/2024;21.2
Arab National Bank;7/25/2024;21.12
Arab National Bank;7/28/2024;21.64
Arab National Bank;7/29/2024;21.4
Arab National Bank;7/30/2024;21.56
Arab National Bank;7/31/2024;21.44
Arab National Bank;08/01/2024;21.2
Arab National Bank;08/04/2024;20.4
Arab National Bank;08/05/2024;19.76
Arab National Bank;08/06/2024;19.56
Arab National Bank;08/07/2024;20
Arab National Bank;08/08/2024;20
Arab National Bank;08/11/2024;20.32
Arab National Bank;08/12/2024;19.96
Arab National Bank;8/13/2024;19.78
Arab National Bank;8/14/2024;20.14
Arab National Bank;8/15/2024;20.2
Arab National Bank;8/18/2024;20.12
Arab National Bank;8/19/2024;19.96
Arab National Bank;8/20/2024;19.8
Arab National Bank;8/21/2024;20.06
Arab National Bank;8/22/2024;20.2
Arab National Bank;8/25/2024;20.12
Arab National Bank;8/26/2024;19.98
Arab National Bank;8/27/2024;19.9
Arab National Bank;8/28/2024;19.64
Arab National Bank;8/29/2024;19.3
Arab National Bank;09/01/2024;19.68
Arab National Bank;09/02/2024;19.5
Arab National Bank;09/03/2024;19.44
Arab National Bank;09/04/2024;19.22
Arab National Bank;09/05/2024;19.38
Arab National Bank;09/08/2024;18.96
Arab National Bank;09/09/2024;18.9
Arab National Bank;09/10/2024;19.08
Arab National Bank;09/11/2024;18.62
Arab National Bank;09/12/2024;18.64
Arab National Bank;9/15/2024;18.46
Arab National Bank;9/16/2024;18.44
Arab National Bank;9/17/2024;18.74
Arab National Bank;9/18/2024;19.06
Arab National Bank;9/19/2024;19.44
Arab National Bank;9/22/2024;19.4
Arab National Bank;9/24/2024;19.64
Arab National Bank;9/25/2024;19.56
Arab National Bank;9/26/2024;19.48
Arab National Bank;9/29/2024;19.2
Arab National Bank;9/30/2024;19.1
Arab National Bank;10/01/2024;19.12
Arab National Bank;10/02/2024;19.12
Arab National Bank;10/03/2024;18.6
Arab National Bank;10/06/2024;18.84
Arab National Bank;10/07/2024;18.78
Arab National Bank;10/08/2024;18.98
Arab National Bank;10/09/2024;18.82
Arab National Bank;10/10/2024;18.72
Arab National Bank;10/13/2024;18.88
Arab National Bank;10/14/2024;18.6
Arab National Bank;10/15/2024;18.8
Arab National Bank;10/16/2024;18.68
Arab National Bank;10/17/2024;18.58
Arab National Bank;10/20/2024;18.48
PETRO RABIGH;10/22/2023;10.04
PETRO RABIGH;10/23/2023;9.98
PETRO RABIGH;10/24/2023;9.82
PETRO RABIGH;10/25/2023;10.02
PETRO RABIGH;10/26/2023;9.95
PETRO RABIGH;10/29/2023;9.8
PETRO RABIGH;10/30/2023;9.91
PETRO RABIGH;10/31/2023;10.08
PETRO RABIGH;11/01/2023;9.98
PETRO RABIGH;11/02/2023;10
PETRO RABIGH;11/05/2023;10.04
PETRO RABIGH;11/06/2023;10
PETRO RABIGH;11/07/2023;10.14
PETRO RABIGH;11/08/2023;9.96
PETRO RABIGH;11/09/2023;9.75
PETRO RABIGH;11/12/2023;9.61
PETRO RABIGH;11/13/2023;9.54
PETRO RABIGH;11/14/2023;9.56
